"nodeShifted" "numTaxa" "from" "to" "numNontaxa" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" 5918 5544 "Solenodon_cubanus_SOLENODONTIDAE_EULIPOTYPHLA" "Eremitalpa_granti_CHRYSOCHLORIDAE_AFROSORICIDA" 367 0.209649850125581 0.197537125215412 0.225645444308416 0.167451222568797 0.147177284321754 0.195311176832747 0.0703058338654056 0.0521029781083947 0.094189371882259 0.03077796935058 0.00863715375100315 0.0693033447533628
"2" 6412 678 "Hippidion_saldiasi_EQUIDAE_PERISSODACTYLA" "Phataginus_tricuspis_MANIDAE_PHOLIDOTA" 5233 0.318032085416911 0.269603801245634 0.361830143335185 0.19562364706632 0.184783703519476 0.213276349633319 0.189671777494577 0.11198080805359 0.252126632336849 0.0553891156896845 0.0385278867871205 0.0813500206473384
"3" 11461 362 "Rhyncholestes_raphanurus_CAENOLESTIDAE_PAUCITUBERCULATA" "Acrobates_pygmaeus_ACROBATIDAE_DIPROTODONTIA" 5549 0.179548824422084 0.158939610119532 0.207305816238303 0.208532582842649 0.196664481584553 0.22445942052429 0.0269170414539171 0.00546353146495976 0.070098499405303 0.070274484435018 0.0524065475120038 0.0941464105165763
"4" 8399 135 "Nycticebus_kayan_LORISIDAE_PRIMATES" "Allocebus_trichotis_CHEIROGALEIDAE_PRIMATES" 5776 0.384031401741312 0.284987089120057 0.526549089772063 0.203289682552929 0.19227956102635 0.220383562068751 0.297404047345947 0.178161507835107 0.460243468171896 0.0631158531484423 0.0463244948388534 0.0873555309001747
"5" 9515 1505 "Lophiomys_imhausi_MURIDAE_RODENTIA" "Scapteromys_aquaticus_CRICETIDAE_RODENTIA" 4406 0.20197972157759 0.189803383007004 0.216924028279812 0.208084126230461 0.19374828386852 0.227348146977655 0.0177639846219926 0.00543745829037833 0.0353839179224362 0.0819267831454058 0.0610254243060094 0.111311416599105
"6" 7092 605 "Nyctiellus_lepidus_NATALIDAE_CHIROPTERA" "Submyotodon_latirostris_VESPERTILIONIDAE_CHIROPTERA" 5306 0.179195550000532 0.161568124141257 0.203316033219406 0.209833108934378 0.197672827583023 0.22618909162631 0.0180007032994105 0.00131115237080604 0.0557738412804728 0.0731696291590785 0.0552050840833314 0.0984742488660251
"7" 5998 414 "Cryptotis_mera_SORICIDAE_EULIPOTYPHLA" "Congosorex_verheyeni_SORICIDAE_EULIPOTYPHLA" 5497 0.286746117823721 0.220441472758838 0.348244022918212 0.201965810885007 0.190731071019167 0.217027999342178 0.139970107890853 0.0368571976563756 0.230502539933487 0.0632596655001041 0.0475849480726539 0.0851741272033667
"8" 9183 298 "Trichys_fasciculata_HYSTRICIDAE_RODENTIA" "Abrocoma_famatina_ABROCOMIDAE_RODENTIA" 5613 0.228692402683487 0.179878806953731 0.301632309149449 0.205637421014631 0.194535546511398 0.220546649503527 0.0834786942648142 0.0153345056026738 0.174726609716586 0.066776539286725 0.0499521173408 0.0890579744288512
"9" 11247 91 "Ochotona_pusilla_OCHOTONIDAE_LAGOMORPHA" "Romerolagus_diazi_LEPORIDAE_LAGOMORPHA" 5820 0.322839474504776 0.221743006232896 0.454961677695447 0.205367133125487 0.193794775432541 0.221050962039683 0.187425040284632 0.0252259533385925 0.355819753783045 0.0661652004052211 0.0491812679789668 0.0885829315921243
"10" 7777 214 "Lonchorhina_marinkellei_PHYLLOSTOMIDAE_CHIROPTERA" "Pteronotus_parnellii_MORMOOPIDAE_CHIROPTERA" 5697 0.155168354301668 0.12789408045433 0.193582042916001 0.209029509166872 0.197335247870529 0.225148836745059 0.0255936973853793 0.00316766382995434 0.0740116101178284 0.0694412012073565 0.0518813953912402 0.0928354551265977
"11" 11140 107 "Microdipodops_pallidus_HETEROMYIDAE_RODENTIA" "Chaetodipus_californicus_HETEROMYIDAE_RODENTIA" 5804 0.225008119376717 0.179680873194918 0.282487337705763 0.206442856440215 0.194998422818712 0.221803206402094 0.0365678000530162 0.00172465422366687 0.120124919606216 0.0680235211695709 0.0508136265701795 0.0910278166554661
"12" 11089 51 "Euchoreutes_naso_DIPODIDAE_RODENTIA" "Sicista_tianshanica_DIPODIDAE_RODENTIA" 5860 0.221544472893639 0.114406787810354 0.334216906948045 0.206567579847923 0.195444389603862 0.221829436215305 0.13610494048992 0.0224067974966407 0.281054907572391 0.0668672428177923 0.0497729160821727 0.0896165077773387
"13" 8003 180 "Rhinolophus_hipposideros_RHINOLOPHIDAE_CHIROPTERA" "Asellia_patrizii_HIPPOSIDERIDAE_CHIROPTERA" 5731 0.252102257155973 0.19551806691061 0.332424341616896 0.205550489041505 0.194311229103199 0.220196787278229 0.0918211906912286 0.0137530595708446 0.213214723694709 0.0669350642917179 0.0503552027885915 0.0884706417226693
"14" 11441 21 "Amblysomus_hottentotus_CHRYSOCHLORIDAE_AFROSORICIDA" "Eremitalpa_granti_CHRYSOCHLORIDAE_AFROSORICIDA" 5890 0.123540216441372 0.0666210021141167 0.247167011065389 0.207088535517086 0.195756573100717 0.222495522624979 0.0557477707227291 0.00272622089434952 0.18279569441762 0.067611490826418 0.0504827483306607 0.0905329255305957
"15" 8182 194 "Syconycteris_australis_PTEROPODIDAE_CHIROPTERA" "Aethalops_aequalis_PTEROPODIDAE_CHIROPTERA" 5717 0.235046414079069 0.188027109636635 0.323336650574599 0.205899614759872 0.194943028440915 0.220435758864865 0.068962826348886 0.00801568879568688 0.199475012193715 0.0675182366917154 0.0508900655445206 0.0893666411169008
"16" 8090 93 "Rhinonicteris_aurantia_HIPPOSIDERIDAE_CHIROPTERA" "Asellia_patrizii_HIPPOSIDERIDAE_CHIROPTERA" 5818 0.227097676136116 0.146713568305046 0.332922487274537 0.20638545533831 0.195159778347178 0.22114597599758 0.0883903989452535 0.005252044 0.214824625 0.0672197073149152 0.0505414897738694 0.0893470445066457
"17" 8543 313 "Callicebus_brunneus_PITHECIIDAE_PRIMATES" "Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES" 5598 0.485344010198416 0.397566045932618 0.575724856751099 0.19932899934679 0.188468151730736 0.214900130528283 0.263431010853369 0.124886596114803 0.394992413913334 0.0623649422232115 0.0448859340732189 0.0856349309397191
"18" 3596 1 "Lophiomys_imhausi_MURIDAE_RODENTIA" "Lophiomys_imhausi_MURIDAE_RODENTIA" 5910 0.131599392053053 0.0306780097707858 0.19512337464859 0.206811955184611 0.195612961896699 0.222238286788664 0.0463261566262557 0.0002984979 0.180070090813259 0.0675855504147783 0.0504359883560765 0.090496608622163
"19" 8893 285 "Funambulus_tristriatus_SCIURIDAE_RODENTIA" "Biswamoyopterus_biswasi_SCIURIDAE_RODENTIA" 5626 0.240433278729943 0.197811501434659 0.318992332520291 0.205344439426261 0.19438628417639 0.219362328642628 0.0703673779975886 0.00579471418760684 0.213006925 0.0674444058138021 0.0503557203077002 0.0886321047327036
"20" 10863 157 "Rhipidomys_macconnelli_CRICETIDAE_RODENTIA" "Scapteromys_aquaticus_CRICETIDAE_RODENTIA" 5754 0.262818708064925 0.173750033111827 0.353724527785349 0.205704513931057 0.193861174510897 0.221646343148296 0.0478084218413357 0.00074498593443214 0.153956833914573 0.0679152553017597 0.0510450764781954 0.0907106571398686
"21" 8861 16 "Selevinia_betpakdalaensis_GLIRIDAE_RODENTIA" "Graphiurus_platyops_GLIRIDAE_RODENTIA" 5895 0.204907964915941 0.0717898635698589 0.362545434292656 0.206720909273455 0.195491440003367 0.221923605469352 0.0830717291730243 0.0036766213074735 0.25229785 0.0675266255694416 0.0504842682542883 0.0902708218143229
"22" 7824 92 "Uroderma_bilobatum_PHYLLOSTOMIDAE_CHIROPTERA" "Sturnira_nana_PHYLLOSTOMIDAE_CHIROPTERA" 5819 0.250879362378531 0.160220487128267 0.33032403269485 0.206271154771103 0.19501360257504 0.221873403083216 0.0346202175554018 0.000863194778939816 0.110732925 0.0678914125575848 0.0506538539644124 0.0909168069526563
"23" 9933 197 "Lorentzimys_nouhuysi_MURIDAE_RODENTIA" "Archboldomys_luzonensis_MURIDAE_RODENTIA" 5714 0.322757848395831 0.257909197175666 0.412014682811697 0.2044335653714 0.192841084092434 0.220369683588607 0.0715779095117297 0.00435978603341829 0.186390211938217 0.0674796623960738 0.0504241049944882 0.0903946632342845
"24" 5938 32 "Euroscaptor_mizura_TALPIDAE_EULIPOTYPHLA" "Talpa_altaica_TALPIDAE_EULIPOTYPHLA" 5879 0.212351053874347 0.0903345455067174 0.319793270974763 0.206692483149437 0.195620199085338 0.221986761888543 0.0499814810295617 0.00228082292827958 0.201388175 0.067635752447848 0.0506302841488701 0.090165377500569
"25" 10191 104 "Srilankamys_ohiensis_MURIDAE_RODENTIA" "Rattus_mollicomulus_MURIDAE_RODENTIA" 5807 0.390020018597671 0.311718330270998 0.480550174482823 0.205255913036299 0.19405855951886 0.220610316436196 0.0394742773132125 0.00129511032992268 0.133426702934571 0.0677826395436304 0.0506159539907733 0.0905531078388116
"26" 8238 69 "Pteropus_capistratus_PTEROPODIDAE_CHIROPTERA" "Acerodon_jubatus_PTEROPODIDAE_CHIROPTERA" 5842 0.416282419557498 0.296483119013654 0.545176269507732 0.205705589840231 0.194383673004037 0.22133379418585 0.0646203216797766 0.00313018578030179 0.212272375 0.0675729402515617 0.0505496054715492 0.0905360524615701
"27" 9394 65 "Ctenomys_tuconax_CTENOMYIDAE_RODENTIA" "Ctenomys_lewisi_CTENOMYIDAE_RODENTIA" 5846 0.572472341052806 0.435882655252259 0.723950232552173 0.205497922473039 0.194236977223465 0.220862273898677 0.0711300724096711 0.00413051915430645 0.242198410539912 0.0675468514878237 0.0502536893027233 0.0899888416436215
"28" 11716 66 "Dorcopsis_hageni_MACROPODIDAE_DIPROTODONTIA" "Onychogalea_fraenata_MACROPODIDAE_DIPROTODONTIA" 5845 0.39474513168968 0.289916693840716 0.506527831749335 0.205842517145607 0.194648375232831 0.221363105094128 0.0421546772629162 0.00128816006737107 0.138884032784382 0.0676769279196976 0.0505146293679301 0.0907627250385402
"29" 1924 1 "Mesophylla_macconnelli_PHYLLOSTOMIDAE_CHIROPTERA" "Mesophylla_macconnelli_PHYLLOSTOMIDAE_CHIROPTERA" 5910 0.250709971849617 0.158284122555714 0.330825969267945 0.206707371674072 0.195458657761477 0.222057982141214 0.0345067594343205 0.00077815195 0.110732925 0.067566111948861 0.050428466470139 0.0903979640548963
