"nodeShifted" "numTaxa" "from" "to" "numNontaxa" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" 5918 5544 "Dasypus_septemcinctus_DASYPODIDAE_CINGULATA" "Chrysochloris_stuhlmanni_CHRYSOCHLORIDAE_AFROSORICIDA" 367 0.203672505523593 0.193438843546219 0.215159245696042 0.164210810462619 0.142450425412111 0.191805416240338 0.0588884205425962 0.0429641238247831 0.0759214653255536 0.0303029654433256 0.00598020911312564 0.0734481296975305
"2" 6002 420 "Anourosorex_schmidi_SORICIDAE_EULIPOTYPHLA" "Solisorex_pearsoni_SORICIDAE_EULIPOTYPHLA" 5491 0.257324124758025 0.214349273456625 0.319200128281975 0.19758566108186 0.187691499969275 0.208454045223697 0.0834773683609957 0.025621502264284 0.172293825309766 0.0553122079965085 0.0410497905165353 0.0711178695398599
"3" 8431 135 "Nycticebus_pygmaeus_LORISIDAE_PRIMATES" "Allocebus_trichotis_CHEIROGALEIDAE_PRIMATES" 5776 0.336955680905753 0.22670278308299 0.481480981674875 0.197847920932162 0.187988567610756 0.208608013492505 0.255032639357263 0.120028303466166 0.398227815971155 0.0524504481606762 0.0372876931119899 0.0675691601312514
"4" 9216 298 "Trichys_fasciculata_HYSTRICIDAE_RODENTIA" "Abrocoma_budini_ABROCOMIDAE_RODENTIA" 5613 0.209168757536597 0.17715556871314 0.254681344877867 0.200475412893669 0.190255969119616 0.211499229639609 0.0564575009255679 0.0123673295161996 0.119808073833692 0.0568849543366763 0.0415488061642585 0.0728952459636424
"5" 11461 362 "Rhyncholestes_raphanurus_CAENOLESTIDAE_PAUCITUBERCULATA" "Acrobates_pygmaeus_ACROBATIDAE_DIPROTODONTIA" 5549 0.195343417676085 0.170421410046361 0.227081100865096 0.201220636797209 0.191065713314561 0.21276817790843 0.0323201519927689 0.00474051441259578 0.0833636759309984 0.0583783238229735 0.0426817353766105 0.0750637334406441
"6" 9710 1505 "Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA" "Abditomys_latidens_MURIDAE_RODENTIA" 4406 0.204481007003947 0.192102262643454 0.219185978667541 0.199864032978262 0.187625941673928 0.21322085245074 0.0150865097672074 0.00432669405232613 0.0344156979094756 0.068642432228632 0.0497534507631641 0.0879906406339274
"7" 7137 593 "Myopterus_whitleyi_MOLOSSIDAE_CHIROPTERA" "Myotis_keaysi_VESPERTILIONIDAE_CHIROPTERA" 5318 0.185681650280468 0.160883313293869 0.216686684995966 0.202625262190509 0.192174100239664 0.214518331481271 0.0384930813196737 0.00498831237236409 0.0887710142667838 0.0589756848378004 0.0430461697923432 0.0758067762500494
"8" 10538 46 "Uranomys_ruddi_MURIDAE_RODENTIA" "Acomys_muzei_MURIDAE_RODENTIA" 5865 0.187147574219271 0.150841599075712 0.305416446207437 0.200995424838465 0.19080500720135 0.21209315118957 0.0315132435585742 0.0002093668 0.240447662658314 0.0570794124964844 0.0418779946012554 0.0725133508285326
"9" 11222 51 "Eozapus_setchuanus_DIPODIDAE_RODENTIA" "Sicista_concolor_DIPODIDAE_RODENTIA" 5860 0.192067038876587 0.114028776889779 0.311871418773285 0.200959727933067 0.190650992067935 0.212370711495524 0.109730526833693 0.0184309681608477 0.249348633438485 0.0563828379411504 0.0410089784769947 0.0724942220289004
"10" 6447 298 "Arctogalidia_trivirgata_VIVERRIDAE_CARNIVORA" "Mydaus_marchei_MEPHITIDAE_CARNIVORA" 5613 0.27103449758261 0.224409976994251 0.327550168860515 0.198155097929235 0.187949760716571 0.209299867656306 0.0829969313357222 0.00949550932027487 0.172799030897281 0.0558503504866438 0.0408128271773936 0.0710787412380433
"11" 8215 194 "Dobsonia_moluccensis_PTEROPODIDAE_CHIROPTERA" "Cynopterus_brachyotis_PTEROPODIDAE_CHIROPTERA" 5717 0.202098589294135 0.16166213006306 0.256166560742704 0.200841137013862 0.190611026990614 0.211809877562687 0.0444503056510044 0.00730165898272807 0.113988532418661 0.0572540812543947 0.0417690169005602 0.0736630715287536
"12" 8036 180 "Rhinolophus_alcyone_RHINOLOPHIDAE_CHIROPTERA" "Triaenops_menamena_HIPPOSIDERIDAE_CHIROPTERA" 5731 0.236936729151225 0.186691424375371 0.313962919374719 0.199969488370944 0.189878057633342 0.211020769469553 0.0640464569209614 0.00958713526803899 0.170485061816303 0.0566838828893805 0.0416316943156318 0.072472658381292
"13" 6808 91 "Indopacetus_pacificus_ZIPHIIDAE_CETARTIODACTYLA" "Eubalaena_australis_BALAENIDAE_CETARTIODACTYLA" 5820 0.251019383370523 0.197441972159057 0.321103265572018 0.200298768781816 0.190151758134721 0.211287066117101 0.0476535237588156 0.00787730355372891 0.152049355312637 0.0569717537721024 0.0420326552441458 0.0728653293132972
"14" 11280 91 "Ochotona_syrinx_OCHOTONIDAE_LAGOMORPHA" "Prolagus_sardus_PROLAGIDAE_LAGOMORPHA" 5820 0.334485390653363 0.227052567262253 0.476692231512722 0.199352697631382 0.18924303488427 0.210211460477002 0.19430150696225 0.0393916996668288 0.375232570373592 0.0552946840836787 0.0405000280221958 0.0708355506694894
"15" 8575 313 "Callicebus_brunneus_PITHECIIDAE_PRIMATES" "Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES" 5598 0.438458871187446 0.354309146794869 0.527162497992176 0.194065224065822 0.184573354415133 0.204743468447155 0.229621431346316 0.0909167643712173 0.3787171 0.0519101983366099 0.0376772882407807 0.0669141773835194
"16" 9516 107 "Microdipodops_pallidus_HETEROMYIDAE_RODENTIA" "Chaetodipus_baileyi_HETEROMYIDAE_RODENTIA" 5804 0.204910516226869 0.165630620812329 0.256174196349525 0.200812753610785 0.190700773863905 0.211819678229276 0.0316424046086611 0.00292607701437261 0.1017693417628 0.0572817136965922 0.0421595795321019 0.0729965007007531
"17" 8926 285 "Funambulus_pennantii_SCIURIDAE_RODENTIA" "Iomys_horsfieldii_SCIURIDAE_RODENTIA" 5626 0.217462025357278 0.186421446020283 0.261680994193256 0.200176324756878 0.190061486338301 0.21111378009875 0.0408800237183334 0.0046472176799234 0.121385933352838 0.0575427721219374 0.0417583819926333 0.0731932116940339
"18" 7814 203 "Desmodus_draculae_PHYLLOSTOMIDAE_CHIROPTERA" "Neonycteris_pusilla_PHYLLOSTOMIDAE_CHIROPTERA" 5708 0.188672362413737 0.156780762917604 0.227449742589518 0.201282173602886 0.190839603420925 0.212334766014138 0.0262984769577434 0.00325992418434124 0.07564681580241 0.0578738016281098 0.0422919948110015 0.0739874959078606
