"nodeShifted" "numTaxa" "from" "to" "numNontaxa" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" 5918 5544 "Dasypus_yepesi_DASYPODIDAE_CINGULATA" "Chrysochloris_asiatica_CHRYSOCHLORIDAE_AFROSORICIDA" 367 0.18785644096325 0.175785635377559 0.204721571603677 0.162577476898987 0.142162115717892 0.187808437341931 0.0543180974043181 0.0355539901603995 0.0812225056643968 0.0290181424017163 0.00704392051829094 0.0671362487183962
"2" 5952 5419 "Solenodon_marcanoi_SOLENODONTIDAE_EULIPOTYPHLA" "Ochotona_roylei_OCHOTONIDAE_LAGOMORPHA" 492 0.195560143463091 0.182777258528632 0.213314574184108 0.120996436649384 0.105549943587668 0.140703873580555 0.0564244251014455 0.0368889707981156 0.0840408435321125 0.0263207095039942 0.00803281878725536 0.0546657981394491
"3" 8890 624 "Glis_glis_GLIRIDAE_RODENTIA" "Abrocoma_uspallata_ABROCOMIDAE_RODENTIA" 5287 0.236591399425205 0.184694985622445 0.294972618199345 0.180646396999806 0.170965502432011 0.193072525404209 0.118985457361348 0.0396775103452228 0.21149175 0.0453593247378094 0.0305138414756979 0.0661355933111276
"4" 8432 135 "Nycticebus_pygmaeus_LORISIDAE_PRIMATES" "Allocebus_trichotis_CHEIROGALEIDAE_PRIMATES" 5776 0.291887905800145 0.21086073556776 0.406805629963205 0.184035235318935 0.172195244796226 0.199876443215874 0.204534261747249 0.0780437614903925 0.349116225 0.0495605649257761 0.0315271338845616 0.0753181048623389
"5" 11461 362 "Rhyncholestes_raphanurus_CAENOLESTIDAE_PAUCITUBERCULATA" "Acrobates_pygmaeus_ACROBATIDAE_DIPROTODONTIA" 5549 0.183790047823306 0.161250115576989 0.212514408817071 0.186318593313158 0.174512034614934 0.202975341082474 0.0267502217038261 0.00421693250718342 0.0691591560793985 0.0541922253147348 0.0356575629639515 0.080732915206878
"6" 7363 593 "Molossus_barnesi_MOLOSSIDAE_CHIROPTERA" "Miniopterus_inflatus_VESPERTILIONIDAE_CHIROPTERA" 5318 0.147619901765119 0.130517288470526 0.169697292925364 0.191103676599984 0.178492532337864 0.207907966418879 0.0168824744755444 0.00175978156727507 0.0535655418277228 0.0572057163334412 0.0373505824868505 0.0846591617507124
"7" 6447 298 "Arctogalidia_trivirgata_VIVERRIDAE_CARNIVORA" "Mydaus_marchei_MEPHITIDAE_CARNIVORA" 5613 0.255062101477528 0.20936586557615 0.306245528035565 0.183512844902955 0.171853891029438 0.19853258463202 0.0903754359133769 0.00930549666178084 0.191908625 0.0511768525537028 0.0336261706268896 0.0738907740566687
"8" 11280 91 "Nesolagus_netscheri_LEPORIDAE_LAGOMORPHA" "Ochotona_roylei_OCHOTONIDAE_LAGOMORPHA" 5820 0.317583929976831 0.224883792719129 0.487285934652641 0.184755472473 0.173082166448294 0.200635125352965 0.200463500873079 0.0397077768271185 0.408317945917657 0.0510383469811259 0.0333497760719531 0.0762169983901042
"9" 9610 726 "Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA" "Sigmodon_planifrons_CRICETIDAE_RODENTIA" 5185 0.183325295874003 0.168767818829374 0.199346748967557 0.186518542575215 0.173989973140939 0.204065329430765 0.00965377475106465 0.00111980995227299 0.0284803120059202 0.057814540364846 0.0382607853300231 0.0858864363700555
"10" 11166 107 "Heteromys_nelsoni_HETEROMYIDAE_RODENTIA" "Dipodomys_deserti_HETEROMYIDAE_RODENTIA" 5804 0.232062129954435 0.174246159817386 0.297059122876487 0.185502983438343 0.17422823007093 0.200396086425609 0.0809360595004242 0.00261387612615734 0.21175225 0.0522208521010421 0.034642194706298 0.0760119791538138
"11" 9765 20 "Cansumys_canus_CRICETIDAE_RODENTIA" "Cricetulus_kamensis_CRICETIDAE_RODENTIA" 5891 0.148963153267369 0.0709938168492012 0.196196395649771 0.186395997047629 0.175020825799552 0.201727164887193 0.0127514289480944 0.000390132 0.0525438293387878 0.0528721154818132 0.0351010370843545 0.0778571986236258
"12" 10502 612 "Srilankamys_ohiensis_MURIDAE_RODENTIA" "Leggadina_forresti_MURIDAE_RODENTIA" 5299 0.201514921504002 0.181452834420769 0.227436180012228 0.184725545135349 0.172351463867243 0.201495145706542 0.0274543560114297 0.00526706042384757 0.067356183810762 0.0550150019095209 0.0357702378293052 0.0826421858488217
"13" 6300 122 "Sorex_rohweri_SORICIDAE_EULIPOTYPHLA" "Blarinella_griselda_SORICIDAE_EULIPOTYPHLA" 5789 0.282420169208206 0.215613581452382 0.370652298583948 0.184880995498338 0.1734838691344 0.200285691047683 0.0999275360657209 0.00643913610699743 0.213287837113173 0.0519994966270627 0.0345123992298987 0.0762845521306641
