"nodeShifted" "numTaxa" "from" "to" "numNontaxa" "Lam_mean" "Lam_low95" "Lam_up95" "Lam_nonmean" "Lam_nonlow95" "Lam_nonup95" "Mu_mean" "Mu_low95" "Mu_up95" "Mu_nonmean" "Mu_nonlow95" "Mu_nonup95"
"1" 5913 5 "Zaglossus_bartoni_TACHYGLOSSIDAE_MONOTREMATA" "Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA" 5906 0.059739976740113 0.0145468074808394 0.117444250893485 0.213621070385385 0.201947254814566 0.225528103088721 0.0605011720451083 0.008602974 0.134938889648805 0.0891165965323138 0.0718375450912219 0.105619230923964
"2" 5919 92 "Hydrodamalis_gigas_DUGONGIDAE_SIRENIA" "Eremitalpa_granti_CHRYSOCHLORIDAE_AFROSORICIDA" 5819 0.10631046163525 0.0674949574264122 0.157492167398292 0.21666649688438 0.205045018273843 0.228783239592385 0.0753370418958663 0.0268515406056954 0.14094483987842 0.0894290175648318 0.072929632955493 0.10685532561759
"3" 6011 33 "Dasypus_kappleri_DASYPODIDAE_CINGULATA" "Bradypus_torquatus_BRADYPODIDAE_PILOSA" 5878 0.0778554614344135 0.0436647775294164 0.124050511366541 0.214873094679591 0.20276197028177 0.227013102647631 0.0467912736257285 0.00436672674677016 0.106657 0.089675166863002 0.0721313630339763 0.10696874532836
"4" 8958 22 "Galeopterus_variegatus_CYNOCEPHALIDAE_DERMOPTERA" "Anathana_ellioti_TUPAIIDAE_SCANDENTIA" 5889 0.0933170420097283 0.0452992488772891 0.246798693615816 0.213647750183703 0.201991646288792 0.225402194035361 0.0561632360449902 0.00528979815653828 0.181922875 0.0892406457326796 0.0720229888419874 0.105960062792328
"5" 7213 1287 "Rhinopoma_macinnesi_RHINOPOMATIDAE_CHIROPTERA" "Macrotus_californicus_PHYLLOSTOMIDAE_CHIROPTERA" 4624 0.17671851314248 0.163119635251213 0.194076217372881 0.222284473245891 0.207811270584016 0.236970189779911 0.0299845272208034 0.0123943709948619 0.0563489428027226 0.105378749707012 0.0839773058637383 0.125389885850811
"6" 10667 726 "Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA" "Abrothrix_illuteus_CRICETIDAE_RODENTIA" 5185 0.200372789013607 0.183459886397145 0.218502297893256 0.213665771396493 0.200981018003619 0.226583142609817 0.0109947025809262 0.000781686739388769 0.0313839982154452 0.0977275319594941 0.0787796124807113 0.115877863541505
"7" 11392 63 "Prionomys_batesi_NESOMYIDAE_RODENTIA" "Brachytarsomys_albicauda_NESOMYIDAE_RODENTIA" 5848 0.0804513985368485 0.0565683282141183 0.121946060670457 0.215775137550243 0.204045107933815 0.227744044927648 0.0208965812531992 0.000609892654360403 0.0743452416105294 0.0906596180607202 0.0729757855219375 0.10765700833491
"8" 7669 605 "Nyctiellus_lepidus_NATALIDAE_CHIROPTERA" "Submyotodon_latirostris_VESPERTILIONIDAE_CHIROPTERA" 5306 0.18256768293226 0.16454177460015 0.20670812056442 0.215456495404412 0.202876693564013 0.228556601623429 0.0180918899444684 0.00148559543646187 0.0529033570555934 0.0963641767435895 0.077972888498109 0.114512344347378
"9" 6046 3 "Solenodon_paradoxus_SOLENODONTIDAE_EULIPOTYPHLA" "Solenodon_cubanus_SOLENODONTIDAE_EULIPOTYPHLA" 5908 0.225177567898232 0.0641753256737498 0.269912979385341 0.212271158437145 0.200629287680322 0.224243788466427 0.164077264838622 0.0453862159961375 0.209414175 0.088653596159183 0.0714203503722428 0.105121964255897
"10" 8646 313 "Callicebus_purinus_PITHECIIDAE_PRIMATES" "Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES" 5598 0.433366770820464 0.354352510769513 0.527092819984478 0.205837221142351 0.194082911939593 0.217906586923584 0.239173759582052 0.124689945351388 0.362027791753942 0.0844725192541445 0.0670049709534813 0.100622431468276
"11" 10062 605 "Praomys_delectorum_MURIDAE_RODENTIA" "Nilopegamys_plumbeus_MURIDAE_RODENTIA" 5306 0.195706080866972 0.177808428467627 0.21777978234562 0.21395019581754 0.201155570035473 0.226966545230983 0.0242921214150974 0.00630476061635673 0.0562794314247552 0.0952579101983514 0.0761767596987055 0.113115354496361
"12" 7226 180 "Rhinolophus_hipposideros_RHINOLOPHIDAE_CHIROPTERA" "Hipposideros_corynophyllus_HIPPOSIDERIDAE_CHIROPTERA" 5731 0.249022119263649 0.19641664122675 0.321964098896501 0.211418232670612 0.19976412686308 0.223639706467784 0.0812058854393945 0.0105870746620314 0.185180392044732 0.0890584711765519 0.0719159924176471 0.106446320518761
"13" 7405 194 "Scotonycteris_zenkeri_PTEROPODIDAE_CHIROPTERA" "Cynopterus_sphinx_PTEROPODIDAE_CHIROPTERA" 5717 0.221975377538601 0.182558502950973 0.284127774049363 0.212048092562285 0.200176206547835 0.224423559952119 0.044147981181389 0.00527903557643513 0.151786390582948 0.0900779171253816 0.0724912443050135 0.107290143216492
"14" 7227 87 "Rhinolophus_hipposideros_RHINOLOPHIDAE_CHIROPTERA" "Rhinolophus_landeri_RHINOLOPHIDAE_CHIROPTERA" 5824 0.288311301947962 0.207781939802832 0.414581481232365 0.211672613913395 0.199477149889906 0.223779240971821 0.0891446370758893 0.00792174436339866 0.223539799724642 0.0888702594460173 0.0715714254736962 0.105853524963139
"15" 8301 198 "Lonchorhina_aurita_PHYLLOSTOMIDAE_CHIROPTERA" "Lampronycteris_brachyotis_PHYLLOSTOMIDAE_CHIROPTERA" 5713 0.178455792621483 0.147599143487341 0.221125197967328 0.213408412595686 0.201373060171353 0.22557840500036 0.02567348718921 0.00189799709297946 0.0765747539460091 0.090925707198122 0.0733535640213503 0.108209168937043
"16" 6694 215 "Okapia_johnstoni_GIRAFFIDAE_CETARTIODACTYLA" "Tetracerus_quadricornis_BOVIDAE_CETARTIODACTYLA" 5696 0.259658581263316 0.218915391681574 0.303425988288107 0.211127247014891 0.199308198748625 0.223277643787256 0.0413089622556116 0.0028043498392483 0.16175955 0.0900592423793273 0.072422350211543 0.107312111659268
"17" 6303 212 "Feroculus_feroculus_SORICIDAE_EULIPOTYPHLA" "Crocidura_pullata_SORICIDAE_EULIPOTYPHLA" 5699 0.296849249724631 0.255761205088518 0.354081040306922 0.210506427002645 0.198537382471108 0.222404051010398 0.0441242388465504 0.00283947895711195 0.132222171389026 0.0898264590454001 0.0720526651394863 0.106968385255827
"18" 10366 123 "Zyzomys_maini_MURIDAE_RODENTIA" "Madromys_blanfordi_MURIDAE_RODENTIA" 5788 0.289994937050228 0.193195233784477 0.38374326222431 0.211353462689195 0.199645641883234 0.223542134796082 0.0639420265519287 0.00350449626950035 0.182613769477517 0.0891790594216568 0.0719960833829337 0.106015636376183
"19" 10527 105 "Srilankamys_ohiensis_MURIDAE_RODENTIA" "Berylmys_bowersi_MURIDAE_RODENTIA" 5806 0.308512416702918 0.232670228870912 0.388202002651919 0.211373933559224 0.199483873973267 0.223187703458433 0.0365231102058584 0.00130864727501095 0.12715818994251 0.0893811491256983 0.0719006430639294 0.106269914594222
"20" 9608 65 "Ctenomys_budini_CTENOMYIDAE_RODENTIA" "Ctenomys_erikacuellarae_CTENOMYIDAE_RODENTIA" 5846 0.534608617554765 0.406506871505845 0.699705363427565 0.21116415664463 0.19951841230549 0.223147748340591 0.104482514839837 0.0146251745632954 0.340318060242785 0.088817106420189 0.0716210451438805 0.105337650080689
"21" 6165 38 "Sorex_fumeus_SORICIDAE_EULIPOTYPHLA" "Sorex_stizodon_SORICIDAE_EULIPOTYPHLA" 5873 0.384288381383315 0.240828284469206 0.718971397793297 0.211993258435908 0.200418913956531 0.223953060314843 0.157461284359351 0.0107332583335194 0.349787825 0.0887467630616202 0.0715279354994468 0.105222652782946
"22" 7467 52 "Pteropus_capistratus_PTEROPODIDAE_CHIROPTERA" "Pteropus_poliocephalus_PTEROPODIDAE_CHIROPTERA" 5859 0.696532370813845 0.50895940556979 0.91524319291883 0.211367739354138 0.199775216221001 0.223254395271438 0.0900870478698206 0.00305585968443341 0.316560801171951 0.0888701765628983 0.0714405614696901 0.105405537724096
