"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.001 0.001 15
"2" 2 0.001 0.002 13
"3" 3 0.001 0.003 18
"4" 4 0.001 0.004 15
"5" 5 0.001 0.005 13
"6" 6 0.001 0.006 13
"7" 7 0.001 0.007 16
"8" 8 0.001 0.008 12
"9" 9 0.001 0.009 16
"10" 10 0.001 0.01 14
"11" 11 0.001 0.011 15
"12" 12 0.001 0.012 15
"13" 13 0.001 0.013 11
"14" 14 0.001 0.014 15
"15" 15 0.001 0.015 15
"16" 16 0.001 0.016 14
"17" 17 0.001 0.017 17
"18" 18 0.001 0.018 15
"19" 19 0.001 0.019 13
"20" 20 0.001 0.02 11
"21" 21 0.001 0.021 10
"22" 22 0.001 0.022 13
"23" 23 0.001 0.023 14
"24" 24 0.001 0.024 10
"25" 25 0.001 0.025 11
"26" 26 0.001 0.026 11
"27" 27 0.001 0.027 10
"28" 28 0.001 0.028 18
"29" 29 0.001 0.029 13
"30" 30 0.001 0.03 13
"31" 31 0.001 0.031 11
"32" 32 0.001 0.032 11
"33" 33 0.001 0.033 15
"34" 34 0.001 0.034 15
"35" 35 0.001 0.035 9
"36" 36 0.001 0.036 14
"37" 37 0.001 0.037 20
"38" 38 0.001 0.038 16
"39" 39 0.001 0.039 17
"40" 40 0.001 0.04 14
"41" 41 0.001 0.041 10
"42" 42 0.001 0.042 13
"43" 43 0.001 0.043 13
"44" 44 0.001 0.044 15
"45" 45 0.001 0.045 13
"46" 46 0.001 0.046 14
"47" 47 0.001 0.047 12
"48" 48 0.001 0.048 10
"49" 49 0.001 0.049 14
"50" 50 0.001 0.05 14
"51" 51 0.001 0.051 16
"52" 52 0.001 0.052 14
"53" 53 0.001 0.053 9
"54" 54 0.001 0.054 17
"55" 55 0.001 0.055 15
"56" 56 0.001 0.056 10
"57" 57 0.001 0.057 11
"58" 58 0.001 0.058 12
"59" 59 0.001 0.059 15
"60" 60 0.001 0.06 13
"61" 61 0.001 0.061 10
"62" 62 0.001 0.062 12
"63" 63 0.001 0.063 17
"64" 64 0.001 0.064 10
"65" 65 0.001 0.065 19
"66" 66 0.001 0.066 12
"67" 67 0.001 0.067 15
"68" 68 0.001 0.068 12
"69" 69 0.001 0.069 15
"70" 70 0.001 0.07 13
"71" 71 0.001 0.071 14
"72" 72 0.001 0.072 14
"73" 73 0.001 0.073 13
"74" 74 0.001 0.074 11
"75" 75 0.001 0.075 6
"76" 76 0.001 0.076 9
"77" 77 0.001 0.077 12
"78" 78 0.001 0.078 7
"79" 79 0.001 0.079 9
"80" 80 0.001 0.08 8
"81" 81 0.001 0.081 9
"82" 82 0.001 0.082 11
"83" 83 0.001 0.083 12
"84" 84 0.001 0.084 9
"85" 85 0.001 0.085 10
"86" 86 0.001 0.086 12
"87" 87 0.001 0.087 9
"88" 88 0.001 0.088 14
"89" 89 0.001 0.089 12
"90" 90 0.001 0.09 12
"91" 91 0.001 0.091 12
"92" 92 0.001 0.092 13
"93" 93 0.001 0.093 13
"94" 94 0.001 0.094 9
"95" 95 0.001 0.095 12
"96" 96 0.001 0.096 10
"97" 97 0.001 0.097 16
"98" 98 0.001 0.098 16
"99" 99 0.001 0.099 14
"100" 100 0.001 0.1 11
"101" 101 0.001 0.101 16
"102" 102 0.001 0.102 15
"103" 103 0.001 0.103 15
"104" 104 0.001 0.104 14
"105" 105 0.001 0.105 18
"106" 106 0.001 0.106 12
"107" 107 0.001 0.107 15
"108" 108 0.001 0.108 18
"109" 109 0.001 0.109 15
"110" 110 0.001 0.11 13
"111" 111 0.001 0.111 12
"112" 112 0.001 0.112 15
"113" 113 0.001 0.113 18
"114" 114 0.001 0.114 14
"115" 115 0.001 0.115 15
"116" 116 0.001 0.116 11
"117" 117 0.001 0.117 16
"118" 118 0.001 0.118 11
"119" 119 0.001 0.119 19
"120" 120 0.001 0.12 7
"121" 121 0.001 0.121 11
"122" 122 0.001 0.122 17
"123" 123 0.001 0.123 13
"124" 124 0.001 0.124 13
"125" 125 0.001 0.125 17
"126" 126 0.001 0.126 8
"127" 127 0.001 0.127 12
"128" 128 0.001 0.128 11
"129" 129 0.001 0.129 17
"130" 130 0.001 0.13 13
