"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.011 0.011 5
"2" 2 0.007 0.018 5
"3" 3 0.007 0.025 5
"4" 4 0.007 0.032 5
"5" 5 0.006 0.038 5
"6" 6 0.006 0.044 5
"7" 7 0.006 0.05 5
"8" 8 0.004 0.054 5
"9" 9 0.004 0.058 5
"10" 10 0.004 0.062 5
"11" 11 0.003 0.065 6
"12" 12 0.003 0.068 5
"13" 13 0.003 0.071 5
"14" 14 0.003 0.074 7
"15" 15 0.003 0.077 6
"16" 16 0.003 0.08 6
"17" 17 0.003 0.083 6
"18" 18 0.003 0.086 5
"19" 19 0.002 0.088 6
"20" 20 0.002 0.09 6
"21" 21 0.002 0.092 5
"22" 22 0.002 0.094 6
"23" 23 0.002 0.096 6
"24" 24 0.002 0.098 6
"25" 25 0.002 0.1 5
"26" 26 0.002 0.102 5
"27" 27 0.002 0.104 6
"28" 28 0.002 0.106 5
"29" 29 0.002 0.108 6
"30" 30 0.002 0.11 5
"31" 31 0.002 0.112 6
"32" 32 0.002 0.114 7
"33" 33 0.002 0.116 5
"34" 34 0.002 0.118 6
"35" 35 0.002 0.12 5
"36" 36 0.002 0.122 6
"37" 37 0.002 0.124 6
"38" 38 0.002 0.126 6
"39" 39 0.002 0.128 5
"40" 40 0.001 0.129 6
"41" 41 0.001 0.13 8
"42" 42 0.001 0.131 11
"43" 43 0.001 0.132 7
"44" 44 0.001 0.133 7
"45" 45 0.001 0.134 16
"46" 46 0.001 0.135 9
"47" 47 0.001 0.136 7
"48" 48 0.001 0.137 9
"49" 49 0.001 0.138 7
"50" 50 0.001 0.139 6
"51" 51 0.001 0.14 5
"52" 52 0.001 0.141 8
"53" 53 0.001 0.142 7
"54" 54 0.001 0.143 6
"55" 55 0.001 0.144 7
"56" 56 0.001 0.145 7
"57" 57 0.001 0.146 7
"58" 58 0.001 0.147 6
"59" 59 0.001 0.148 9
"60" 60 0.001 0.149 8
"61" 61 0.001 0.15 11
"62" 62 0.001 0.151 6
"63" 63 0.001 0.152 9
"64" 64 0.001 0.153 7
"65" 65 0.001 0.154 7
"66" 66 0.001 0.155 6
"67" 67 0.001 0.156 7
"68" 68 0.001 0.157 8
"69" 69 0.001 0.158 6
"70" 70 0.001 0.159 11
"71" 71 0.001 0.16 8
"72" 72 0.001 0.161 7
"73" 73 0.001 0.162 8
"74" 74 0.001 0.163 9
"75" 75 0.001 0.164 9
"76" 76 0.001 0.165 9
"77" 77 0.001 0.166 8
"78" 78 0.001 0.167 8
"79" 79 0.001 0.168 7
"80" 80 0.001 0.169 7
"81" 81 0.001 0.17 10
"82" 82 0.001 0.171 9
"83" 83 0.001 0.172 6
"84" 84 0.001 0.173 8
"85" 85 0.001 0.174 7
"86" 86 0.001 0.175 8
"87" 87 0.001 0.176 9
"88" 88 0.001 0.177 6
"89" 89 0.001 0.178 6
"90" 90 0.001 0.179 8
"91" 91 0.001 0.18 7
"92" 92 0.001 0.181 10
"93" 93 0.001 0.182 7
"94" 94 0.001 0.183 8
"95" 95 0.001 0.184 7
"96" 96 0.001 0.185 10
"97" 97 0.001 0.186 6
"98" 98 0.001 0.187 8
"99" 99 0.001 0.188 9
"100" 100 0.001 0.189 8
"101" 101 0.001 0.19 6
"102" 102 0.001 0.191 7
"103" 103 0.001 0.192 9
"104" 104 0.001 0.193 10
"105" 105 0.001 0.194 10
"106" 106 0.001 0.195 8
"107" 107 0.001 0.196 10
"108" 108 0.001 0.197 7
"109" 109 0.001 0.198 8
"110" 110 0.001 0.199 9
"111" 111 0.001 0.2 9
"112" 112 0.001 0.201 8
"113" 113 0.001 0.202 9
"114" 114 0.001 0.203 8
"115" 115 0.001 0.204 7
"116" 116 0.001 0.205 9
"117" 117 0.001 0.206 6
"118" 118 0.001 0.207 10
"119" 119 0.001 0.208 8
"120" 120 0.001 0.209 7
"121" 121 0.001 0.21 6
"122" 122 0.001 0.211 8
"123" 123 0.001 0.212 8
"124" 124 0.001 0.213 6
"125" 125 0.001 0.214 7
"126" 126 0.001 0.215 7
"127" 127 0.001 0.216 6
"128" 128 0.001 0.217 9
"129" 129 0.001 0.218 8
"130" 130 0.001 0.219 7
"131" 131 0.001 0.22 6
"132" 132 0.001 0.221 10
"133" 133 0.001 0.222 6
"134" 134 0.001 0.223 7
"135" 135 0.001 0.224 8
"136" 136 0.001 0.225 6
"137" 137 0.001 0.226 7
"138" 138 0.001 0.227 6
"139" 139 0.001 0.228 8
"140" 140 0.001 0.229 8
"141" 141 0.001 0.23 11
"142" 142 0.001 0.231 7
"143" 143 0.001 0.232 7
"144" 144 0.001 0.233 8
"145" 145 0.001 0.234 8
"146" 146 0.001 0.235 10
"147" 147 0.001 0.236 7
"148" 148 0.001 0.237 10
"149" 149 0.001 0.238 6
"150" 150 0.001 0.239 7
"151" 151 0.001 0.24 9
"152" 152 0.001 0.241 6
"153" 153 0.001 0.242 7
"154" 154 0.001 0.243 8
"155" 155 0.001 0.244 6
"156" 156 0.001 0.245 8
"157" 157 0.001 0.246 7
"158" 158 0.001 0.247 9
"159" 159 0.001 0.248 9
"160" 160 0.001 0.249 9
"161" 161 0.001 0.25 13
"162" 162 0.001 0.251 8
"163" 163 0.001 0.252 7
"164" 164 0.001 0.253 8
"165" 165 0.001 0.254 9
"166" 166 0.001 0.255 6
"167" 167 0.001 0.256 7
"168" 168 0.001 0.257 9
"169" 169 0.001 0.258 6
"170" 170 0.001 0.259 6
"171" 171 0.001 0.26 7
"172" 172 0.001 0.261 7
"173" 173 0.001 0.262 6
"174" 174 0.001 0.263 8
"175" 175 0.001 0.264 6
"176" 176 0.001 0.265 7
"177" 177 0.001 0.266 10
"178" 178 0.001 0.267 11
"179" 179 0.001 0.268 7
"180" 180 0.001 0.269 6
"181" 181 0.001 0.27 6
"182" 182 0.001 0.271 9
"183" 183 0.001 0.272 7
"184" 184 0.001 0.273 6
"185" 185 0.001 0.274 7
"186" 186 0.001 0.275 6
"187" 187 0.001 0.276 6
"188" 188 0.001 0.277 8
"189" 189 0.001 0.278 10
"190" 190 0.001 0.279 7
"191" 191 0.001 0.28 8
"192" 192 0.001 0.281 10
"193" 193 0.001 0.282 7
"194" 194 0.001 0.283 5
"195" 195 0.001 0.284 7
"196" 196 0.001 0.285 7
"197" 197 0.001 0.286 8
"198" 198 0.001 0.287 9
"199" 199 0.001 0.288 6
"200" 200 0.001 0.289 8
"201" 201 0.001 0.29 6
"202" 202 0.001 0.291 11
"203" 203 0.001 0.292 7
"204" 204 0.001 0.293 7
"205" 205 0.001 0.294 6
"206" 206 0.001 0.295 8
"207" 207 0.001 0.296 6
"208" 208 0.001 0.297 11
"209" 209 0.001 0.298 8
"210" 210 0.001 0.299 7
"211" 211 0.001 0.3 7
"212" 212 0.001 0.301 8
"213" 213 0.001 0.302 11
"214" 214 0.001 0.303 7
"215" 215 0.001 0.304 8
"216" 216 0.001 0.305 10
"217" 217 0.001 0.306 9
