"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.006 0.006 6
"2" 2 0.003 0.009 5
"3" 3 0.003 0.012 6
"4" 4 0.002 0.014 5
"5" 5 0.002 0.016 4
"6" 6 0.002 0.018 7
"7" 7 0.002 0.02 6
"8" 8 0.002 0.022 6
"9" 9 0.002 0.024 6
"10" 10 0.002 0.026 7
"11" 11 0.002 0.028 7
"12" 12 0.002 0.03 5
"13" 13 0.002 0.032 5
"14" 14 0.002 0.034 6
"15" 15 0.001 0.035 7
"16" 16 0.001 0.036 11
"17" 17 0.001 0.037 10
"18" 18 0.001 0.038 5
"19" 19 0.001 0.039 11
"20" 20 0.001 0.04 14
"21" 21 0.001 0.041 8
"22" 22 0.001 0.042 8
"23" 23 0.001 0.043 8
"24" 24 0.001 0.044 15
"25" 25 0.001 0.045 11
"26" 26 0.001 0.046 10
"27" 27 0.001 0.047 12
"28" 28 0.001 0.048 7
"29" 29 0.001 0.049 7
"30" 30 0.001 0.05 7
"31" 31 0.001 0.051 12
"32" 32 0.001 0.052 9
"33" 33 0.001 0.053 9
"34" 34 0.001 0.054 13
"35" 35 0.001 0.055 12
"36" 36 0.001 0.056 9
"37" 37 0.001 0.057 13
"38" 38 0.001 0.058 9
"39" 39 0.001 0.059 15
"40" 40 0.001 0.06 13
"41" 41 0.001 0.061 16
"42" 42 0.001 0.062 11
"43" 43 0.001 0.063 12
"44" 44 0.001 0.064 10
"45" 45 0.001 0.065 13
"46" 46 0.001 0.066 13
"47" 47 0.001 0.067 10
"48" 48 0.001 0.068 10
"49" 49 0.001 0.069 13
"50" 50 0.001 0.07 10
"51" 51 0.001 0.071 7
"52" 52 0.001 0.072 10
"53" 53 0.001 0.073 9
"54" 54 0.001 0.074 13
"55" 55 0.001 0.075 11
"56" 56 0.001 0.076 13
"57" 57 0.001 0.077 11
"58" 58 0.001 0.078 9
"59" 59 0.001 0.079 7
"60" 60 0.001 0.08 8
"61" 61 0.001 0.081 13
"62" 62 0.001 0.082 13
"63" 63 0.001 0.083 10
"64" 64 0.001 0.084 10
"65" 65 0.001 0.085 11
"66" 66 0.001 0.086 8
"67" 67 0.001 0.087 12
"68" 68 0.001 0.088 9
"69" 69 0.001 0.089 6
"70" 70 0.001 0.09 11
"71" 71 0.001 0.091 11
"72" 72 0.001 0.092 11
"73" 73 0.001 0.093 8
"74" 74 0.001 0.094 13
"75" 75 0.001 0.095 10
"76" 76 0.001 0.096 9
"77" 77 0.001 0.097 10
"78" 78 0.001 0.098 10
"79" 79 0.001 0.099 10
"80" 80 0.001 0.1 8
"81" 81 0.001 0.101 8
"82" 82 0.001 0.102 10
"83" 83 0.001 0.103 6
"84" 84 0.001 0.104 9
"85" 85 0.001 0.105 11
"86" 86 0.001 0.106 10
"87" 87 0.001 0.107 6
"88" 88 0.001 0.108 7
"89" 89 0.001 0.109 12
"90" 90 0.001 0.11 12
"91" 91 0.001 0.111 10
"92" 92 0.001 0.112 13
"93" 93 0.001 0.113 6
"94" 94 0.001 0.114 9
"95" 95 0.001 0.115 9
"96" 96 0.001 0.116 9
"97" 97 0.001 0.117 7
"98" 98 0.001 0.118 8
"99" 99 0.001 0.119 10
"100" 100 0.001 0.12 10
"101" 101 0.001 0.121 9
"102" 102 0.001 0.122 10
"103" 103 0.001 0.123 6
"104" 104 0.001 0.124 9
"105" 105 0.001 0.125 11
"106" 106 0.001 0.126 8
"107" 107 0.001 0.127 8
"108" 108 0.001 0.128 12
"109" 109 0.001 0.129 15
"110" 110 0.001 0.13 9
"111" 111 0.001 0.131 12
"112" 112 0.001 0.132 16
"113" 113 0.001 0.133 7
"114" 114 0.001 0.134 11
"115" 115 0.001 0.135 9
"116" 116 0.001 0.136 7
"117" 117 0.001 0.137 9
"118" 118 0.001 0.138 8
"119" 119 0.001 0.139 11
"120" 120 0.001 0.14 10
"121" 121 0.001 0.141 11
"122" 122 0.001 0.142 11
"123" 123 0.001 0.143 8
"124" 124 0.001 0.144 8
"125" 125 0.001 0.145 9
"126" 126 0.001 0.146 7
"127" 127 0.001 0.147 9
"128" 128 0.001 0.148 11
"129" 129 0.001 0.149 9
"130" 130 0.001 0.15 14
"131" 131 0.001 0.151 6
"132" 132 0.001 0.152 9
"133" 133 0.001 0.153 9
"134" 134 0.001 0.154 12
"135" 135 0.001 0.155 10
"136" 136 0.001 0.156 11
"137" 137 0.001 0.157 7
"138" 138 0.001 0.158 7
"139" 139 0.001 0.159 5
"140" 140 0.001 0.16 7
"141" 141 0.001 0.161 8
"142" 142 0.001 0.162 10
"143" 143 0.001 0.163 9
"144" 144 0.001 0.164 10
"145" 145 0.001 0.165 8
"146" 146 0.001 0.166 12
"147" 147 0.001 0.167 11
"148" 148 0.001 0.168 15
"149" 149 0.001 0.169 8
"150" 150 0.001 0.17 9
"151" 151 0.001 0.171 10
"152" 152 0.001 0.172 18
"153" 153 0.001 0.173 13
"154" 154 0.001 0.174 8
"155" 155 0.001 0.175 9
"156" 156 0.001 0.176 15
"157" 157 0.001 0.177 8
"158" 158 0.001 0.178 15
"159" 159 0.001 0.179 11
"160" 160 0.001 0.18 7
"161" 161 0.001 0.181 8
"162" 162 0.001 0.182 11
"163" 163 0.001 0.183 9
"164" 164 0.001 0.184 8
"165" 165 0.001 0.185 8
"166" 166 0.001 0.186 7
"167" 167 0.001 0.187 10
"168" 168 0.001 0.188 10
"169" 169 0.001 0.189 11
"170" 170 0.001 0.19 10
"171" 171 0.001 0.191 9
"172" 172 0.001 0.192 12
"173" 173 0.001 0.193 7
"174" 174 0.001 0.194 7
"175" 175 0.001 0.195 12
"176" 176 0.001 0.196 14
"177" 177 0.001 0.197 14
"178" 178 0.001 0.198 10
"179" 179 0.001 0.199 8
"180" 180 0.001 0.2 12
"181" 181 0.001 0.201 9
"182" 182 0.001 0.202 8
"183" 183 0.001 0.203 12
"184" 184 0.001 0.204 8
"185" 185 0.001 0.205 7
"186" 186 0.001 0.206 9
"187" 187 0.001 0.207 9
"188" 188 0.001 0.208 8
"189" 189 0.001 0.209 7
"190" 190 0.001 0.21 12
"191" 191 0.001 0.211 11
"192" 192 0.001 0.212 7
"193" 193 0.001 0.213 9
"194" 194 0.001 0.214 10
"195" 195 0.001 0.215 9
"196" 196 0.001 0.216 14
"197" 197 0.001 0.217 10
"198" 198 0.001 0.218 9
"199" 199 0.001 0.219 16
"200" 200 0.001 0.22 13
"201" 201 0.001 0.221 10
"202" 202 0.001 0.222 13
"203" 203 0.001 0.223 10
"204" 204 0.001 0.224 12
"205" 205 0.001 0.225 9
"206" 206 0.001 0.226 11
"207" 207 0.001 0.227 9
"208" 208 0.001 0.228 9
"209" 209 0.001 0.229 13
"210" 210 0.001 0.23 10
"211" 211 0.001 0.231 11
"212" 212 0.001 0.232 8
"213" 213 0.001 0.233 10
"214" 214 0.001 0.234 8
"215" 215 0.001 0.235 9
"216" 216 0.001 0.236 9
"217" 217 0.001 0.237 11
"218" 218 0.001 0.238 9
"219" 219 0.001 0.239 9
"220" 220 0.001 0.24 7
"221" 221 0.001 0.241 7
"222" 222 0.001 0.242 8
"223" 223 0.001 0.243 10
"224" 224 0.001 0.244 10
"225" 225 0.001 0.245 11
"226" 226 0.001 0.246 11
"227" 227 0.001 0.247 14
