"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.006 0.006 6
"2" 2 0.005 0.011 6
"3" 3 0.005 0.016 6
"4" 4 0.004 0.02 6
"5" 5 0.003 0.023 6
"6" 6 0.003 0.026 5
"7" 7 0.003 0.029 6
"8" 8 0.003 0.032 6
"9" 9 0.002 0.034 6
"10" 10 0.002 0.036 6
"11" 11 0.002 0.038 6
"12" 12 0.002 0.04 6
"13" 13 0.002 0.042 7
"14" 14 0.002 0.044 6
"15" 15 0.002 0.046 6
"16" 16 0.002 0.048 7
"17" 17 0.002 0.05 6
"18" 18 0.002 0.052 6
"19" 19 0.002 0.054 6
"20" 20 0.002 0.056 6
"21" 21 0.002 0.058 7
"22" 22 0.002 0.06 6
"23" 23 0.001 0.061 10
"24" 24 0.001 0.062 7
"25" 25 0.001 0.063 10
"26" 26 0.001 0.064 6
"27" 27 0.001 0.065 6
"28" 28 0.001 0.066 7
"29" 29 0.001 0.067 10
"30" 30 0.001 0.068 11
"31" 31 0.001 0.069 7
"32" 32 0.001 0.07 9
"33" 33 0.001 0.071 8
"34" 34 0.001 0.072 8
"35" 35 0.001 0.073 9
"36" 36 0.001 0.074 10
"37" 37 0.001 0.075 9
"38" 38 0.001 0.076 8
"39" 39 0.001 0.077 8
"40" 40 0.001 0.078 9
"41" 41 0.001 0.079 8
"42" 42 0.001 0.08 10
"43" 43 0.001 0.081 7
"44" 44 0.001 0.082 8
"45" 45 0.001 0.083 7
"46" 46 0.001 0.084 7
"47" 47 0.001 0.085 8
"48" 48 0.001 0.086 12
"49" 49 0.001 0.087 6
"50" 50 0.001 0.088 7
"51" 51 0.001 0.089 10
"52" 52 0.001 0.09 6
"53" 53 0.001 0.091 7
"54" 54 0.001 0.092 10
"55" 55 0.001 0.093 6
"56" 56 0.001 0.094 13
"57" 57 0.001 0.095 10
"58" 58 0.001 0.096 8
"59" 59 0.001 0.097 7
"60" 60 0.001 0.098 9
"61" 61 0.001 0.099 5
"62" 62 0.001 0.1 10
