"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.001 0.001 15
"2" 2 0.001 0.002 13
"3" 3 0.001 0.003 19
"4" 4 0.001 0.004 13
"5" 5 0.001 0.005 16
"6" 6 0.001 0.006 14
"7" 7 0.001 0.007 12
"8" 8 0.001 0.008 13
"9" 9 0.001 0.009 17
"10" 10 0.001 0.01 11
"11" 11 0.001 0.011 10
"12" 12 0.001 0.012 13
"13" 13 0.001 0.013 11
"14" 14 0.001 0.014 13
"15" 15 0.001 0.015 17
"16" 16 0.001 0.016 14
"17" 17 0.001 0.017 11
"18" 18 0.001 0.018 15
"19" 19 0.001 0.019 11
"20" 20 0.001 0.02 14
"21" 21 0.001 0.021 14
"22" 22 0.001 0.022 12
"23" 23 0.001 0.023 15
"24" 24 0.001 0.024 17
"25" 25 0.001 0.025 16
"26" 26 0.001 0.026 13
"27" 27 0.001 0.027 13
"28" 28 0.001 0.028 11
"29" 29 0.001 0.029 11
"30" 30 0.001 0.03 17
"31" 31 0.001 0.031 14
"32" 32 0.001 0.032 13
"33" 33 0.001 0.033 16
"34" 34 0.001 0.034 16
"35" 35 0.001 0.035 15
"36" 36 0.001 0.036 9
"37" 37 0.001 0.037 18
"38" 38 0.001 0.038 13
"39" 39 0.001 0.039 12
"40" 40 0.001 0.04 16
"41" 41 0.001 0.041 13
"42" 42 0.001 0.042 18
"43" 43 0.001 0.043 15
"44" 44 0.001 0.044 16
"45" 45 0.001 0.045 15
"46" 46 0.001 0.046 16
"47" 47 0.001 0.047 13
"48" 48 0.001 0.048 14
"49" 49 0.001 0.049 13
"50" 50 0.001 0.05 14
"51" 51 0.001 0.051 11
"52" 52 0.001 0.052 11
"53" 53 0.001 0.053 12
"54" 54 0.001 0.054 12
"55" 55 0.001 0.055 18
"56" 56 0.001 0.056 11
"57" 57 0.001 0.057 18
"58" 58 0.001 0.058 17
"59" 59 0.001 0.059 17
"60" 60 0.001 0.06 18
"61" 61 0.001 0.061 12
"62" 62 0.001 0.062 14
"63" 63 0.001 0.063 16
"64" 64 0.001 0.064 14
"65" 65 0.001 0.065 20
"66" 66 0.001 0.066 15
"67" 67 0.001 0.067 15
"68" 68 0.001 0.068 14
"69" 69 0.001 0.069 14
"70" 70 0.001 0.07 14
"71" 71 0.001 0.071 13
"72" 72 0.001 0.072 16
"73" 73 0.001 0.073 13
"74" 74 0.001 0.074 15
"75" 75 0.001 0.075 17
"76" 76 0.001 0.076 19
"77" 77 0.001 0.077 18
"78" 78 0.001 0.078 15
"79" 79 0.001 0.079 12
"80" 80 0.001 0.08 15
"81" 81 0.001 0.081 17
"82" 82 0.001 0.082 16
"83" 83 0.001 0.083 17
"84" 84 0.001 0.084 13
"85" 85 0.001 0.085 12
"86" 86 0.001 0.086 17
"87" 87 0.001 0.087 17
"88" 88 0.001 0.088 18
"89" 89 0.001 0.089 12
"90" 90 0.001 0.09 18
"91" 91 0.001 0.091 16
"92" 92 0.001 0.092 14
"93" 93 0.001 0.093 11
"94" 94 0.001 0.094 14
"95" 95 0.001 0.095 16
"96" 96 0.001 0.096 10
"97" 97 0.001 0.097 17
"98" 98 0.001 0.098 13
"99" 99 0.001 0.099 12
"100" 100 0.001 0.1 17
"101" 101 0.001 0.101 11
"102" 102 0.001 0.102 17
"103" 103 0.001 0.103 12
"104" 104 0.001 0.104 9
"105" 105 0.001 0.105 14
"106" 106 0.001 0.106 14
"107" 107 0.001 0.107 21
"108" 108 0.001 0.108 18
"109" 109 0.001 0.109 18
"110" 110 0.001 0.11 15
"111" 111 0.001 0.111 11
"112" 112 0.001 0.112 14
"113" 113 0.001 0.113 13
"114" 114 0.001 0.114 19
"115" 115 0.001 0.115 9
"116" 116 0.001 0.116 14
"117" 117 0.001 0.117 14
"118" 118 0.001 0.118 19
"119" 119 0.001 0.119 13
"120" 120 0.001 0.12 14
"121" 121 0.001 0.121 17
"122" 122 0.001 0.122 17
"123" 123 0.001 0.123 11
"124" 124 0.001 0.124 13
"125" 125 0.001 0.125 12
"126" 126 0.001 0.126 13
"127" 127 0.001 0.127 15
"128" 128 0.001 0.128 13
"129" 129 0.001 0.129 15
"130" 130 0.001 0.13 14
