generation,rank_1,rank_2,swapAccepted
119000,1,4,0
120000,2,3,1
121000,1,3,0
122000,1,4,0
123000,2,3,1
124000,1,4,1
125000,1,3,1
126000,3,4,1
127000,1,2,1
128000,3,4,1
129000,3,4,1
130000,1,4,1
131000,1,2,1
132000,2,4,1
133000,1,4,0
134000,1,3,0
135000,2,4,1
136000,2,3,1
137000,1,4,0
138000,2,4,1
139000,1,3,0
140000,3,4,1
141000,1,4,1
142000,1,2,1
143000,1,3,1
144000,2,3,1
145000,2,4,1
146000,3,4,0
147000,2,4,0
148000,2,4,0
149000,1,3,1
150000,2,3,1
151000,2,4,0
152000,3,4,0
153000,3,4,0
154000,2,3,1
155000,2,3,1
156000,1,4,1
157000,2,4,1
158000,1,4,1
159000,1,3,1
160000,3,4,1
161000,1,2,1
162000,2,4,1
163000,1,2,1
164000,3,4,1
165000,1,2,0
166000,1,2,1
167000,1,3,1
168000,1,4,1
169000,1,2,1
170000,3,4,1
171000,1,4,1
172000,1,3,1
173000,2,3,1
174000,2,4,1
175000,2,4,0
176000,2,3,0
177000,1,3,0
178000,2,4,0
179000,2,4,1
180000,2,3,1
181000,3,4,1
182000,1,3,1
183000,1,3,1
184000,2,4,1
185000,3,4,1
186000,1,2,0
187000,2,4,1
188000,1,3,0
189000,3,4,1
190000,2,3,0
191000,2,3,1
192000,1,2,1
193000,1,3,1
194000,1,2,1
195000,1,3,0
196000,2,4,1
197000,1,4,1
198000,1,4,1
199000,1,4,0
200000,1,4,0
201000,1,2,0
202000,2,3,1
203000,1,2,0
204000,2,4,1
205000,1,4,0
206000,1,2,1
207000,2,3,1
208000,2,3,1
209000,2,4,0
210000,2,3,0
211000,1,3,0
212000,3,4,1
213000,3,4,1
214000,1,4,0
215000,1,4,1
216000,2,4,0
217000,1,2,1
218000,2,3,1
219000,3,4,1
220000,1,3,0
221000,2,3,1
222000,1,3,0
223000,3,4,1
224000,2,3,1
225000,2,3,1
226000,1,4,0
227000,1,3,0
228000,2,3,1
229000,1,4,0
230000,3,4,1
231000,3,4,1
232000,1,2,0
233000,1,3,0
234000,2,4,1
235000,1,2,0
236000,2,3,1
237000,1,2,0
238000,3,4,1
239000,2,4,1
240000,1,3,1
241000,3,4,0
242000,2,4,1
243000,1,4,1
244000,1,4,1
245000,1,4,1
246000,1,4,1
247000,3,4,1
248000,1,3,1
249000,2,4,1
250000,2,4,1
251000,3,4,1
252000,2,4,0
253000,1,2,1
254000,2,4,1
255000,2,4,0
256000,1,4,1
257000,2,3,1
258000,3,4,1
259000,3,4,1
260000,1,2,1
261000,2,4,1
262000,3,4,1
263000,1,2,0
264000,1,4,0
265000,1,2,1
266000,2,4,0
267000,1,4,0
268000,1,3,0
269000,3,4,1
270000,2,3,0
271000,1,2,1
272000,1,3,1
273000,1,3,1
274000,1,3,0
275000,3,4,0
276000,1,2,1
277000,3,4,1
278000,1,4,0
279000,2,3,0
280000,2,4,0
281000,1,4,0
282000,2,4,1
283000,3,4,1
284000,2,4,1
285000,1,4,0
286000,3,4,1
287000,2,3,1
288000,2,3,0
289000,2,3,1
290000,1,4,1
291000,2,3,1
292000,1,2,0
293000,1,4,1
294000,1,3,0
295000,2,4,1
296000,2,4,1
297000,2,3,0
298000,1,2,0
299000,2,4,1
300000,1,4,0
301000,2,4,0
302000,1,4,0
303000,1,4,0
304000,2,3,0
305000,2,4,1
306000,2,3,0
307000,1,4,0
308000,1,3,0
309000,1,4,1
310000,2,4,1
311000,1,2,1
312000,1,2,0
313000,1,2,0
314000,1,2,1
315000,2,4,0
316000,1,4,0
317000,1,3,0
318000,2,3,0
319000,1,3,0
320000,1,3,0
321000,3,4,1
322000,3,4,0
323000,3,4,1
324000,3,4,1
325000,2,3,1
326000,1,4,0
327000,3,4,0
328000,2,4,0
329000,2,3,1
330000,1,4,0
331000,2,4,0
332000,1,2,1
333000,1,3,0
334000,1,3,1
335000,2,3,1
336000,2,3,1
337000,2,4,0
338000,1,3,1
339000,1,2,1
340000,1,2,1
341000,1,2,1
342000,1,4,0
343000,1,4,0
344000,2,4,0
345000,1,4,0
346000,3,4,1
347000,1,2,1
348000,2,3,0
349000,2,3,0
350000,1,4,0
351000,2,4,0
352000,1,2,0
353000,1,3,0
354000,1,4,0
355000,2,4,0
356000,1,3,0
357000,1,4,0
358000,2,4,0
359000,1,3,0
360000,1,3,0
361000,2,4,0
362000,1,2,1
363000,2,3,0
364000,2,4,0
365000,2,4,0
366000,1,3,0
367000,1,2,1
368000,2,4,1
369000,1,3,0
370000,1,2,1
371000,3,4,1
372000,2,3,0
373000,1,2,1
374000,1,4,0
375000,1,4,0
376000,1,2,0
377000,2,4,0
378000,2,4,0
379000,2,3,1
380000,1,3,1
381000,3,4,0
382000,1,4,0
383000,2,4,0
384000,2,4,0
385000,1,2,1
386000,3,4,0
387000,1,2,1
388000,2,3,1
389000,2,4,0
390000,1,2,1
391000,1,2,0
392000,1,2,0
393000,1,3,1
394000,3,4,0
395000,2,3,1
396000,3,4,1
397000,2,4,1
398000,1,2,1
399000,2,4,1
400000,2,4,0
401000,1,2,1
402000,1,3,0
403000,3,4,1
404000,1,2,0
405000,2,3,1
406000,3,4,0
407000,1,4,0
408000,2,3,1
409000,1,2,1
410000,2,3,1
411000,1,4,1
412000,1,2,1
413000,3,4,1
414000,1,2,0
415000,2,4,1
416000,2,4,0
417000,2,4,0
418000,2,4,0
419000,1,3,1
420000,2,3,1
421000,2,3,1
422000,2,3,1
423000,1,4,0
424000,1,3,1
425000,3,4,0
426000,2,4,1
427000,2,3,1
428000,3,4,1
429000,2,3,1
430000,3,4,1
431000,1,2,1
432000,2,3,0
433000,1,2,1
434000,1,4,0
435000,3,4,1
436000,3,4,0
437000,1,3,0
438000,2,4,0
439000,1,3,0
440000,2,3,1
441000,2,4,1
442000,2,3,1
443000,2,4,0
444000,3,4,1
445000,2,4,0
446000,1,4,0
447000,1,4,0
448000,1,4,0
449000,3,4,1
450000,1,2,0
451000,2,4,1
452000,1,4,0
453000,3,4,1
454000,1,2,1
455000,2,3,0
456000,2,3,1
457000,2,3,1
458000,1,4,0
459000,1,2,1
460000,1,3,1
461000,3,4,1
462000,2,4,1
463000,2,4,0
464000,3,4,1
465000,1,2,1
466000,1,4,0
467000,1,4,0
468000,1,2,1
469000,1,4,0
470000,1,3,1
471000,1,4,0
472000,1,3,1
473000,2,3,1
474000,2,3,1
475000,1,2,1
476000,2,4,0
477000,1,4,0
478000,1,2,1
479000,1,3,0
480000,3,4,1
481000,1,3,0
482000,2,4,0
483000,2,4,1
484000,3,4,1
485000,1,4,0
486000,1,2,1
487000,3,4,0
488000,1,3,1
489000,1,3,0
490000,2,3,1
491000,1,4,0
492000,1,3,1
493000,2,3,1
494000,2,4,0
495000,2,4,0
496000,3,4,1
497000,1,3,0
498000,1,3,0
499000,3,4,1
500000,1,4,0
501000,2,4,0
502000,2,3,0
503000,1,2,1
504000,2,4,0
505000,2,4,1
506000,1,3,0
507000,1,2,0
508000,2,3,1
509000,3,4,1
510000,1,2,1
511000,1,3,1
512000,1,3,0
513000,1,4,0
514000,2,3,0
515000,2,3,0
516000,1,4,1
517000,2,3,0
518000,3,4,1
519000,3,4,0
520000,2,3,1
521000,1,2,1
522000,1,4,0
523000,2,4,1
524000,1,2,1
525000,1,3,1
526000,1,2,1
527000,2,4,0
528000,1,3,0
529000,2,4,0
530000,1,2,1
531000,2,3,0
532000,1,3,0
533000,1,2,1
534000,1,4,0
535000,1,2,1
536000,1,4,0
537000,1,4,0
538000,2,4,0
539000,1,2,1
540000,2,4,0
541000,1,2,1
542000,1,4,0
543000,2,4,1
544000,2,4,1
545000,1,4,0
546000,2,4,0
547000,2,4,0
548000,3,4,0
549000,2,3,0
550000,1,3,0
551000,1,4,0
552000,2,4,0
553000,2,3,0
554000,1,2,1
555000,2,3,0
556000,2,4,0
557000,1,4,0
558000,2,3,0
559000,3,4,1
560000,1,3,0
561000,1,3,0
562000,1,2,1
563000,3,4,1
564000,1,2,1
565000,1,2,1
566000,1,2,1
567000,2,3,0
568000,2,4,0
569000,3,4,0
570000,1,4,0
571000,2,4,0
572000,2,3,0
573000,3,4,1
574000,1,2,1
575000,3,4,1
576000,1,3,0
577000,2,4,0
578000,2,4,0
579000,3,4,1
580000,2,3,0
581000,2,3,1
582000,3,4,1
583000,1,4,0
584000,1,2,0
585000,1,2,0
586000,1,3,0
587000,2,3,1
588000,3,4,1
589000,1,4,0
590000,1,2,0
591000,3,4,0
592000,1,2,0
593000,2,4,1
594000,1,2,0
595000,2,4,1
596000,2,4,1
597000,2,4,1
598000,1,4,0
599000,1,2,0
600000,2,4,1
601000,1,3,0
602000,1,4,0
603000,3,4,0
604000,3,4,0
605000,1,4,0
606000,2,3,1
607000,3,4,1
608000,1,4,0
609000,1,2,0
610000,3,4,1
611000,2,3,0
612000,1,4,0
613000,2,4,0
614000,1,3,0
615000,2,4,0
616000,3,4,1
617000,2,4,0
618000,1,2,1
619000,1,2,1
620000,1,4,0
621000,2,3,1
622000,1,3,1
623000,1,3,1
624000,1,2,0
625000,1,2,0
626000,2,3,1
627000,2,3,1
628000,2,3,1
629000,2,3,0
630000,3,4,1
631000,1,4,0
632000,3,4,1
633000,3,4,1
634000,1,4,0
635000,2,3,1
636000,1,3,1
637000,3,4,0
638000,1,2,0
639000,3,4,1
640000,1,2,1
641000,1,4,1
642000,2,4,0
643000,1,4,0
644000,1,2,1
645000,2,4,0
646000,2,3,0
647000,1,2,1
648000,2,3,1
649000,1,4,0
650000,2,3,1
651000,3,4,1
652000,2,4,1
653000,1,2,0
654000,1,3,0
655000,2,4,1
656000,2,4,0
657000,3,4,0
658000,1,2,1
659000,1,2,1
660000,2,4,0
661000,1,2,1
662000,2,3,1
663000,1,3,1
664000,1,4,0
665000,2,4,0
666000,3,4,1
667000,1,3,0
668000,1,3,0
669000,3,4,1
670000,1,3,1
671000,3,4,0
672000,1,3,1
673000,1,3,0
674000,1,2,0
675000,1,3,1
676000,1,2,0
677000,1,2,1
678000,3,4,0
679000,1,3,1
680000,1,4,0
681000,1,2,1
682000,1,4,0
683000,1,3,0
684000,1,2,1
685000,2,4,0
686000,1,3,0
687000,2,3,0
688000,2,4,0
689000,2,3,1
690000,1,4,0
691000,1,2,1
692000,1,3,1
693000,1,4,0
694000,2,4,0
695000,2,3,1
696000,1,4,0
697000,3,4,1
698000,2,3,0
699000,2,4,1
700000,2,4,0
701000,2,4,0
702000,1,2,1
703000,1,3,0
704000,1,3,0
705000,2,3,0
706000,1,3,0
707000,1,4,0
708000,1,3,0
709000,2,4,1
710000,3,4,1
711000,2,3,1
712000,2,3,0
713000,1,3,0
714000,2,3,1
715000,1,4,0
716000,2,3,1
717000,1,3,0
718000,2,4,0
719000,3,4,1
720000,1,4,0
721000,1,2,1
722000,3,4,1
723000,2,4,0
724000,1,3,1
725000,1,2,1
726000,2,3,1
727000,3,4,0
728000,1,4,0
729000,2,3,0
730000,1,3,1
731000,1,3,1
732000,2,4,0
733000,3,4,0
734000,2,3,1
735000,2,3,1
736000,2,3,0
737000,1,4,0
738000,1,3,1
739000,3,4,1
740000,1,4,1
741000,2,4,1
742000,1,3,0
743000,1,4,1
744000,1,4,1
745000,1,4,1
746000,2,4,1
747000,1,2,1
748000,3,4,1
749000,1,3,0
750000,1,4,0
751000,2,4,0
752000,1,4,0
753000,1,3,1
754000,2,3,1
755000,2,3,0
756000,1,3,1
757000,1,4,1
758000,2,4,0
759000,1,3,1
760000,1,4,1
761000,1,4,0
762000,3,4,1
763000,1,3,1
764000,1,4,0
765000,3,4,0
766000,3,4,0
767000,1,3,1
768000,3,4,1
769000,2,3,0
770000,1,3,1
771000,2,3,0
772000,2,3,1
773000,2,4,0
774000,1,4,1
775000,1,3,1
776000,1,2,0
777000,3,4,1
778000,2,4,1
779000,2,4,1
780000,2,3,1
781000,1,2,1
782000,1,2,1
783000,1,4,0
784000,1,2,0
785000,3,4,1
786000,2,3,1
787000,2,4,1
788000,2,3,0
789000,1,3,0
790000,1,4,0
791000,1,3,0
792000,1,4,1
793000,1,3,1
794000,2,4,1
795000,1,3,1
796000,2,4,1
797000,2,4,1
798000,2,4,0
799000,2,4,0
800000,1,3,1
801000,1,2,1
802000,1,3,0
803000,1,4,0
804000,1,3,0
805000,1,2,0
806000,2,4,1
807000,2,4,0
808000,3,4,1
809000,2,4,1
810000,1,4,1
811000,1,4,1
812000,1,2,1
813000,3,4,1
814000,2,4,0
815000,2,4,0
816000,3,4,1
817000,1,4,1
818000,2,4,1
819000,2,4,1
820000,1,2,1
821000,1,2,1
822000,2,4,0
823000,1,2,1
824000,2,3,0
825000,3,4,1
826000,3,4,1
827000,2,3,1
828000,1,3,1
829000,3,4,0
830000,2,3,1
831000,1,4,0
832000,2,3,0
833000,1,2,1
834000,1,3,0
835000,1,4,0
836000,1,2,0
837000,3,4,1
838000,1,3,1
839000,1,3,1
840000,2,4,0
841000,2,4,0
842000,2,3,1
843000,3,4,1
844000,1,3,0
845000,1,2,0
846000,1,3,0
847000,1,2,0
848000,1,4,1
849000,1,4,1
850000,1,4,1
851000,1,3,0
852000,1,4,1
853000,1,2,0
854000,2,4,1
855000,1,3,0
856000,2,4,0
857000,1,3,0
858000,3,4,1
859000,2,3,0
860000,1,2,1
861000,2,4,0
862000,3,4,0
863000,1,4,0
864000,1,2,1
865000,1,3,1
866000,3,4,1
867000,1,3,0
868000,1,4,1
869000,3,4,1
870000,2,4,0
871000,1,4,0
872000,2,3,0
873000,1,4,0
874000,1,4,0
875000,3,4,0
876000,2,4,0
877000,1,3,0
878000,1,3,1
879000,2,4,0
880000,2,4,0
881000,3,4,1
882000,1,4,1
883000,1,4,0
884000,3,4,1
885000,3,4,1
886000,2,4,0
887000,1,3,0
888000,2,3,1
889000,2,3,1
890000,2,4,0
891000,1,4,0
892000,2,3,1
893000,3,4,0
894000,1,2,1
895000,2,3,1
896000,2,3,1
897000,1,3,1
898000,3,4,1
899000,2,4,0
900000,2,4,0
901000,2,3,0
902000,2,4,0
903000,1,3,0
904000,2,3,0
905000,2,3,1
906000,2,3,1
907000,1,4,0
908000,2,4,0
909000,2,3,1
910000,1,2,0
911000,2,3,1
912000,1,3,0
913000,2,4,0
914000,1,2,0
915000,1,4,0
916000,3,4,0
917000,3,4,0
918000,1,3,0
919000,1,2,0
920000,2,3,1
921000,1,2,1
922000,1,3,1
923000,3,4,1
924000,1,2,1
925000,2,4,1
926000,2,4,1
927000,1,4,0
928000,2,4,1
929000,2,4,1
930000,1,2,1
931000,2,3,0
932000,1,2,1
933000,1,4,1
934000,2,3,1
935000,1,2,0
936000,1,4,1
937000,2,3,1
938000,2,4,1
939000,1,4,0
940000,1,2,0
941000,1,4,0
942000,3,4,1
943000,1,4,0
944000,1,4,0
945000,1,2,1
946000,3,4,1
947000,3,4,1
948000,2,4,0
949000,1,2,1
950000,1,2,1
951000,3,4,1
952000,2,3,0
953000,2,3,0
954000,1,2,1
955000,1,3,0
956000,1,3,0
957000,1,4,0
958000,1,2,0
959000,2,4,1
960000,3,4,1
961000,1,4,0
962000,2,4,1
963000,1,3,0
964000,1,3,0
965000,2,3,1
966000,1,2,1
967000,1,2,1
968000,1,3,0
969000,2,3,1
970000,1,3,0
971000,2,3,1
972000,1,4,0
973000,2,3,1
974000,1,2,0
975000,1,3,0
976000,2,4,0
977000,1,4,0
978000,1,4,0
979000,1,4,0
980000,2,3,1
981000,1,3,0
982000,1,4,0
983000,2,3,1
984000,2,4,1
985000,2,4,1
986000,1,2,0
987000,1,4,0
988000,3,4,1
989000,1,4,1
990000,1,3,1
991000,1,3,1
992000,3,4,1
993000,1,2,1
994000,1,4,0
995000,2,4,0
996000,1,4,1
997000,2,3,1
998000,1,4,1
999000,3,4,1
1000000,1,2,1
1001000,1,4,0
1002000,1,4,0
1003000,1,2,1
1004000,2,3,0
1005000,1,2,1
1006000,1,2,1
1007000,2,4,0
1008000,2,3,0
1009000,1,4,1
1010000,2,3,1
1011000,2,4,1
1012000,2,3,1
1013000,2,4,0
1014000,2,3,0
1015000,2,4,0
1016000,2,4,0
1017000,2,3,0
1018000,2,3,0
1019000,2,3,1
1020000,2,4,1
1021000,2,4,1
1022000,2,3,1
1023000,2,4,0
1024000,2,3,0
1025000,1,2,1
1026000,2,3,1
1027000,1,3,0
1028000,1,3,0
1029000,3,4,1
1030000,2,3,1
1031000,1,3,0
1032000,1,3,1
1033000,1,4,1
1034000,2,4,1
1035000,1,4,0
1036000,2,3,1
1037000,1,4,1
1038000,1,2,1
1039000,1,3,1
1040000,2,3,1
1041000,1,2,1
1042000,2,4,1
1043000,1,4,0
1044000,1,4,0
1045000,2,3,1
1046000,1,2,0
1047000,1,3,0
1048000,1,3,0
1049000,1,4,0
1050000,3,4,1
1051000,2,4,1
1052000,1,4,0
1053000,1,4,0
1054000,1,4,0
1055000,1,4,0
1056000,1,2,1
1057000,1,3,1
1058000,1,4,1
1059000,2,4,1
1060000,1,4,1
1061000,1,2,0
1062000,3,4,1
1063000,1,2,0
1064000,1,2,0
1065000,2,4,1
1066000,3,4,1
1067000,2,3,1
1068000,2,4,0
1069000,1,4,0
1070000,3,4,1
1071000,2,4,1
1072000,1,3,1
1073000,2,4,1
1074000,1,2,1
1075000,2,4,1
1076000,3,4,1
1077000,2,4,1
1078000,2,3,0
1079000,2,4,0
1080000,2,3,0
1081000,2,3,1
1082000,2,3,1
1083000,2,4,0
1084000,1,4,0
1085000,1,2,1
1086000,2,4,1
1087000,3,4,1
1088000,3,4,1
1089000,2,4,1
1090000,3,4,1
1091000,2,4,1
1092000,2,3,1
1093000,2,4,1
1094000,2,3,1
1095000,1,3,0
1096000,2,3,1
1097000,1,3,1
1098000,1,3,1
1099000,1,4,0
1100000,3,4,1
1101000,2,4,1
1102000,1,2,0
1103000,2,3,1
1104000,2,4,0
1105000,1,3,1
1106000,3,4,0
1107000,1,4,0
1108000,1,2,1
1109000,3,4,1
1110000,3,4,1
1111000,1,3,1
1112000,3,4,0
1113000,1,3,0
1114000,1,4,0
1115000,1,2,0
1116000,2,3,1
1117000,2,4,0
1118000,3,4,1
1119000,3,4,1
1120000,2,4,0
1121000,2,3,1
1122000,3,4,0
1123000,1,3,0
1124000,1,4,0
1125000,1,2,0
1126000,2,4,0
1127000,1,2,1
1128000,2,4,0
1129000,3,4,1
1130000,2,3,1
1131000,1,3,1
1132000,2,4,1
1133000,3,4,0
1134000,1,4,0
1135000,2,4,1
1136000,1,2,0
1137000,2,4,1
1138000,2,4,1
1139000,3,4,1
1140000,2,3,1
1141000,2,3,1
1142000,2,3,1
1143000,2,4,0
1144000,3,4,1
1145000,2,3,0
1146000,1,4,0
1147000,3,4,1
1148000,3,4,1
1149000,2,4,0
1150000,3,4,1
1151000,2,3,1
1152000,1,2,1
1153000,3,4,0
1154000,1,2,1
1155000,1,3,0
1156000,1,4,0
1157000,1,2,1
1158000,1,3,1
1159000,1,3,1
1160000,1,2,1
1161000,2,4,1
1162000,3,4,1
1163000,3,4,1
1164000,2,3,1
1165000,2,4,0
1166000,2,4,0
1167000,3,4,1
1168000,2,3,1
1169000,2,4,1
1170000,1,4,1
1171000,1,2,0
1172000,1,2,0
1173000,1,2,1
1174000,2,4,1
1175000,2,4,1
1176000,1,4,1
1177000,1,2,0
1178000,1,2,0
1179000,1,2,1
1180000,1,4,0
1181000,1,3,1
1182000,2,4,0
1183000,1,2,1
1184000,2,4,1
1185000,1,2,0
1186000,2,4,1
1187000,2,3,1
1188000,3,4,1
1189000,1,4,1
1190000,2,4,1
1191000,2,4,0
1192000,2,3,0
1193000,1,4,0
1194000,2,4,1
1195000,3,4,1
1196000,1,3,1
1197000,3,4,0
1198000,2,4,0
1199000,2,3,1
1200000,1,3,1
1201000,2,4,0
1202000,1,2,1
1203000,1,3,1
1204000,3,4,1
1205000,3,4,1
1206000,2,4,1
1207000,1,2,0
1208000,3,4,0
1209000,2,4,1
1210000,1,4,0
1211000,1,3,1
1212000,1,3,1
1213000,2,4,1
1214000,2,3,1
1215000,3,4,1
1216000,1,2,1
1217000,3,4,1
1218000,2,4,1
1219000,3,4,1
1220000,2,4,1
1221000,3,4,1
1222000,1,2,1
1223000,3,4,1
1224000,3,4,1
1225000,1,4,1
1226000,3,4,1
1227000,1,2,1
1228000,3,4,1
1229000,3,4,0
1230000,3,4,1
1231000,1,2,1
1232000,3,4,1
1233000,3,4,1
1234000,1,2,1
1235000,3,4,1
1236000,2,3,1
1237000,1,3,1
1238000,1,3,1
1239000,2,3,1
1240000,1,4,0
1241000,2,3,0
1242000,1,4,0
1243000,1,4,1
1244000,2,4,1
1245000,2,3,1
1246000,2,4,1
1247000,3,4,0
1248000,2,4,0
1249000,1,3,1
1250000,1,2,1
1251000,3,4,1
1252000,1,3,1
1253000,1,3,1
1254000,2,3,1
1255000,1,2,0
1256000,2,4,1
1257000,2,3,1
1258000,2,3,0
1259000,1,4,0
1260000,2,4,1
1261000,2,4,1
1262000,2,4,0
1263000,3,4,1
1264000,1,4,0
1265000,2,4,1
1266000,2,3,1
1267000,2,3,1
1268000,1,2,0
1269000,1,3,0
1270000,1,2,1
1271000,1,2,1
1272000,1,3,1
1273000,3,4,1
1274000,1,2,1
1275000,3,4,1
1276000,2,4,1
1277000,1,2,1
1278000,1,2,1
1279000,1,2,1
1280000,2,3,1
1281000,2,4,1
1282000,2,3,0
1283000,3,4,1
1284000,1,3,1
1285000,2,4,0
1286000,1,3,1
1287000,1,3,1
1288000,1,4,0
1289000,2,4,1
1290000,1,2,1
1291000,3,4,1
1292000,1,2,1
1293000,1,2,0
1294000,2,3,1
1295000,3,4,1
1296000,2,3,1
1297000,2,4,0
1298000,2,3,1
1299000,1,3,1
1300000,2,3,1
1301000,1,3,1
1302000,2,3,1
1303000,2,4,0
1304000,1,4,1
1305000,3,4,0
1306000,2,4,0
1307000,2,4,1
1308000,1,4,1
1309000,1,3,1
1310000,1,4,0
1311000,2,4,0
1312000,2,3,1
1313000,1,4,0
1314000,1,2,1
1315000,1,4,0
1316000,3,4,1
1317000,1,3,0
1318000,2,4,1
1319000,1,3,0
1320000,2,3,0
1321000,1,2,0
1322000,1,2,1
1323000,1,4,1
1324000,1,3,0
1325000,2,3,0
1326000,3,4,1
1327000,1,3,1
1328000,1,2,1
1329000,2,3,1
1330000,1,2,1
1331000,2,4,0
1332000,2,4,1
1333000,3,4,1
1334000,2,4,1
1335000,1,4,0
1336000,1,2,0
1337000,2,3,1
1338000,3,4,1
1339000,1,3,0
1340000,1,3,0
1341000,2,4,1
1342000,3,4,1
1343000,2,4,0
1344000,2,3,1
1345000,1,2,1
1346000,2,4,0
1347000,2,3,1
1348000,2,3,1
1349000,2,4,0
1350000,3,4,1
1351000,1,4,0
1352000,1,3,1
1353000,2,3,1
1354000,1,2,1
1355000,2,4,1
1356000,2,3,1
1357000,1,3,0
1358000,3,4,1
1359000,2,3,0
1360000,1,3,0
1361000,2,3,1
1362000,2,3,1
1363000,1,3,0
1364000,2,3,0
1365000,3,4,1
1366000,2,3,0
1367000,1,4,0
1368000,2,4,1
1369000,1,4,1
1370000,2,3,1
1371000,1,2,1
1372000,2,4,1
1373000,2,4,1
1374000,1,3,0
1375000,1,2,1
1376000,2,4,1
1377000,2,4,0
1378000,1,4,0
1379000,1,4,0
1380000,1,4,1
1381000,1,2,1
1382000,1,4,1
1383000,1,4,1
1384000,3,4,1
1385000,3,4,0
1386000,1,2,0
1387000,1,4,0
1388000,3,4,1
1389000,1,2,1
1390000,2,3,0
1391000,1,4,1
1392000,1,4,0
1393000,2,4,1
1394000,1,3,1
1395000,2,3,1
1396000,2,4,1
1397000,2,3,0
1398000,2,3,1
1399000,2,4,1
1400000,1,2,1
1401000,3,4,0
1402000,1,2,1
1403000,1,4,0
1404000,1,2,1
1405000,2,4,1
1406000,2,4,1
1407000,2,4,1
1408000,2,4,1
1409000,1,4,0
1410000,1,2,0
1411000,1,3,1
1412000,2,4,0
1413000,2,3,0
1414000,1,2,0
1415000,3,4,0
1416000,2,3,1
1417000,1,3,0
1418000,1,2,1
1419000,1,3,1
1420000,2,4,0
1421000,2,4,0
1422000,1,3,1
1423000,3,4,1
1424000,2,3,1
1425000,1,3,1
1426000,1,2,1
1427000,1,4,1
1428000,3,4,1
1429000,2,3,0
1430000,1,2,1
1431000,3,4,1
1432000,1,4,0
1433000,1,3,1
1434000,1,3,1
1435000,3,4,0
1436000,1,4,1
1437000,2,4,1
1438000,1,2,1
1439000,1,2,0
1440000,1,3,0
1441000,2,3,1
1442000,1,4,0
1443000,1,3,1
1444000,3,4,0
1445000,1,2,1
1446000,1,3,1
1447000,1,4,0
1448000,1,3,1
1449000,2,3,1
1450000,2,3,0
1451000,3,4,1
1452000,3,4,1
1453000,2,3,1
1454000,2,4,1
1455000,1,4,0
1456000,2,4,1
1457000,1,4,0
1458000,3,4,1
1459000,1,2,1
1460000,2,4,1
1461000,1,3,1
1462000,2,3,1
1463000,1,2,1
1464000,1,3,1
1465000,2,3,1
1466000,2,3,1
1467000,3,4,1
1468000,3,4,0
1469000,2,4,1
1470000,1,3,1
1471000,3,4,1
1472000,1,3,0
1473000,1,4,0
1474000,3,4,1
1475000,1,4,0
1476000,2,3,1
1477000,1,2,0
1478000,2,3,1
1479000,1,3,1
1480000,1,2,1
1481000,1,3,1
1482000,2,4,1
1483000,2,3,1
1484000,2,3,1
1485000,2,3,1
1486000,1,3,0
1487000,2,3,1
1488000,2,3,1
1489000,2,4,1
1490000,3,4,1
1491000,3,4,0
1492000,1,2,1
1493000,1,4,0
1494000,1,3,1
1495000,2,3,1
